company,repository,link,hash,subject,message,changed_file,commit_labels,file_labels
mirantis,fuel-web,http://github.com/openstack/fuel-web/commit/f2ee9869463feac0d18da7647f4e43c4f4e6e65e,f2ee9869463feac0d18da7647f4e43c4f4e6e65e,Rename NTP label under Settings tab,Rename NTP label under Settings tab to be similar to DNS labelChange-Id: I8d528e77f37d521c575ae7bfad7759266c7e3b4cCloses-Bug: 1459166," 1 file changed, 1 insertion(+), 1 deletion(-)",fix;refactor,deploy-1
dell,fuel-ccp-heat,http://github.com/openstack/fuel-ccp-heat/commit/396cda93f9779dd4616672fe90f5d0172f312133,396cda93f9779dd4616672fe90f5d0172f312133,"Add ""address"" to all services",Replace all <some_service> occurences with{{ address('<some_service>') }}Change-Id: I5167f20796830dd7258fa3704e43f0b3b7eb6d89Depends-on: I163857fa0c671e21725d7276540f5fbba09619d2Depends-on: Ibbb12e016570936468effbbd0648d4690abe3aab," 2 files changed, 11 insertions(+), 11 deletions(-)",refactor,deploy-2
dell,fuel-ccp-neutron,http://github.com/openstack/fuel-ccp-neutron/commit/9ed81d0b5bce85d4d93e47cd5a4016bac6eebeff,9ed81d0b5bce85d4d93e47cd5a4016bac6eebeff,"Add ""address"" to all services",Replace all <some_service> occurences with{{ address('<some_service>') }}Change-Id: I5c42e5c0ef8e6b71e402cb60e15fbec29e35969dDepends-on: I163857fa0c671e21725d7276540f5fbba09619d2Depends-on: Ibbb12e016570936468effbbd0648d4690abe3aab," 2 files changed, 8 insertions(+), 8 deletions(-)",refactor,deploy-2
dell,fuel-ccp-keystone,http://github.com/openstack/fuel-ccp-keystone/commit/7ae08cd7edc29941e520216e6b10a747894925b0,7ae08cd7edc29941e520216e6b10a747894925b0,"Add ""address"" to all services",Replace all <some_service> occurences with{{ address('<some_service>') }}Change-Id: Iab9378b0f0fb888661a344fa906a9c1993598be5Depends-on: I163857fa0c671e21725d7276540f5fbba09619d2Depends-on: Ibbb12e016570936468effbbd0648d4690abe3aab," 1 file changed, 3 insertions(+), 3 deletions(-)",refactor,deploy-1
mirantis,fuel-astute,http://github.com/openstack/fuel-astute/commit/65a5a0781d314bdcc090a61a599a8abf95989fc1,65a5a0781d314bdcc090a61a599a8abf95989fc1,Replace deprecated glance command,"Replace deplrecated glance command, which was deleted frompython-glanceclinet (v 0.14.1)Closes-bug: #1359282blueprint fuel-deploy-junoChange-Id: I34ef35abc6e630e73dda6740babe39222db40ebe"," 1 file changed, 3 insertions(+), 3 deletions(-)",fix;deprecate;feature;refactor,deploy-1
hp,heat,http://github.com/openstack/heat/commit/4c54183621d5c5c8fbd14e5566e256b5a6d6bf6d,4c54183621d5c5c8fbd14e5566e256b5a6d6bf6d,Don't hard code subnet,Replace hard coded private-subnet with configurable heat subnet forlbaasv2 functional test.Change-Id: Ie1a3d9ce02da30dcfa67b9de76900807de8212df," 1 file changed, 22 insertions(+), 8 deletions(-)",refactor,test-1
oracle,kolla-kubernetes,http://github.com/openstack/kolla-kubernetes/commit/bc33d32f728c9ed09aa845ab56749a34936ed53c,bc33d32f728c9ed09aa845ab56749a34936ed53c,Improve handling of kubernetes_entrypoint variable,Replaces kubernetes_entrypoint variables in individual microserviceswith a single global variable specificiation.Change-Id: Ib713b8f791dd86125ee136be6ede06d339d92f76," 6 files changed, 19 deletions(-)",refactor,deploy-6
independent,networking-cisco,http://github.com/openstack/networking-cisco/commit/e8a5c21b3128b65a27055a76f68538d8ca9a617a,e8a5c21b3128b65a27055a76f68538d8ca9a617a,Move from Python logging to Openstack logging,"Replacing usage of python standard logging modulewith Openstack common logging module. Apart fromthe said replacements, this patch also removesbasicConfig() setup from a couple of modules sinceits not needed. Also removes unused LOG & imports.Change-Id: I6a391951e00fb63905b2027270af9f401841d5b9Closes-Bug: #1350937"," 4 files changed, 2 insertions(+), 11 deletions(-)",fix;deprecate;refactor,code-4
ibm,zaqar,http://github.com/openstack/zaqar/commit/c7fa05694fce424afc4fb9ba9027cb72004a156e,c7fa05694fce424afc4fb9ba9027cb72004a156e,Fix errors in API reference for message resource,Request and response examples for posting messages are notcited correctly in API reference. This patch fixes it.Change-Id: Id7c12b5e63e4cc4936e10e0380c7fed6ff94b032," 1 file changed, 2 insertions(+), 2 deletions(-)",fix,doc-1
universidade federal de campina grande,python-oneviewclient,http://github.com/openstack/python-oneviewclient/commit/0fb4f9912213dbbdeba3a98e562d4c423ff20d24,0fb4f9912213dbbdeba3a98e562d4c423ff20d24,Passing SUPPORTED_ONEVIEW_VERSION as string + transient error fix,"requests==2.11.0 is now checking header parameters for string or buffer types.We were passing SUPPORTED_ONEVIEW_VERSION as int, but now it's not allowed.This patch str's SUPPORTED_ONEVIEW_VERSION before passing it to requests.This patch also fixes a transient error occuring due to simultaneous access toconstants in 'fixtures.py'.Change-Id: I188914c0f1c6a1c8496da59857e99ff03a2b83e6"," 3 files changed, 15 insertions(+), 8 deletions(-)",fix,test-2;code-1
hpe,ironic-webclient,http://github.com/openstack/ironic-webclient/commit/ed15c6977fffb3bbe365eb5e49445009f037c0a5,ed15c6977fffb3bbe365eb5e49445009f037c0a5,Added bootstrap css as a dependency.,Required some updates to update_dependencies to properly handlefonts.," 12 files changed, 15394 insertions(+), 13 deletions(-)",,doc-1;code-4;unknown-7
rackspace,networking-ofagent,http://github.com/openstack/networking-ofagent/commit/bd7a3d308820c1d3f86c208090aa3118daed97ad,bd7a3d308820c1d3f86c208090aa3118daed97ad,Remove single occurrence of lost-exception warning,"Returning within a finally block can be surprising since the finallyblock will ""hijack"" the regular return flow.  In this case, pylint istrying to warn us that the return-within-finally would discard theearlier caught exception.  For this particular function we don't carethat the exception is lost, so the existing code is correct but possiblyconfusing.Our options are:1. Disable the lost-exception warning for this function2. Rewrite the function to avoid return-within-finallyThis change takes approach (2), since the required change is trivial.This change also enables the corresponding pylint check now that theonly offending case has been removed.Change-Id: If1706851b4bd67ebdbbdb3485984773598efdf7a"," 2 files changed, 55 insertions(+), 36 deletions(-)",deprecate,build-1
rackspace,nova,https://github.com/openstack/nova/commit/0a5c5f8130fce42b1edcfb67c702e25f51aefa13,0a5c5f8130fce42b1edcfb67c702e25f51aefa13,implement image serving in objectstore so nginx isn't required in development,reviewed by yosh," 1 file changed, 1 insertion(+), 1 deletion(-)",feature,code-2
rackspace,openstack-ansible-os_keystone,http://github.com/openstack/openstack-ansible-os_keystone/commit/c2c328279b7f5eef8ab11bffd1b9edf8589255d6,c2c328279b7f5eef8ab11bffd1b9edf8589255d6,Correct keystone-doctor tag name,Running keystone-doctor should only be done in theconfig stage. It makes no sense to run when usingany other tag in isolation.Change-Id: I782d8a9529ca32ccd413504b13c34cf1f972260d," 1 file changed, 1 insertion(+), 1 deletion(-)",,deploy-1
walmart,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/4a7e9541ee7f1fecfc693735756c8b25c60cb811,4a7e9541ee7f1fecfc693735756c8b25c60cb811,Confirm container destroys,"Running the lxc-containers-destroy playbook will, by default, destroyall containers and container data across the entire deployment.Include a prompt to ensure that running the playbook was intentional.Including this playbook within automation can still be done by providing'force_containers_destroy' as an extra variable.Change-Id: I534cc97a29018984966ca9a9d934cef4242f2f88"," 2 files changed, 10 insertions(+), 1 deletion(-)",,build-1;deploy-1
independent,ec2-api,https://github.com/openstack/ec2-api/commit/0445156611425f94bcdfba0bdac219f0c21a17f0,0445156611425f94bcdfba0bdac219f0c21a17f0,rework tox.ini,"separate works for py27, py35add docs testsome other changes to let tests passChange-Id: I94291a5e65fee1e266fbe4e2ec3e14f042654598"," 19 files changed, 48 insertions(+), 538 deletions(-)",,doc-10;code-4;build-2;deploy-3
hpe,openstacksdk,http://github.com/openstack/openstacksdk/commit/bc253d62b9a61575c3ba2f443b2429b5df904905,bc253d62b9a61575c3ba2f443b2429b5df904905,Raise a warning with conflicting SSL params,Setting a cacert to check the cloud cert is useless whenchanging the default verify flag to False since this will haveprecedence. Raise a warning to alert the user about thisbehavior.Change-Id: I099d03fef5e8da0d6eed572613f4693604173ecd," 1 file changed, 6 insertions(+), 5 deletions(-)",,code-1
va linux,os-ken,http://github.com/openstack/os-ken/commit/1957204de4fb54773c870e993a08b7a11d059a52,1957204de4fb54773c870e993a08b7a11d059a52,"of13: make multipart request/reply's ""type"" visible to users",Signed-off-by: YAMAMOTO Takashi <yamamoto@valinux.co.jp>Signed-off-by: FUJITA Tomonori <fujita.tomonori@lab.ntt.co.jp>," 1 file changed, 32 insertions(+), 32 deletions(-)",,code-1
va linux,os-ken,http://github.com/openstack/os-ken/commit/ec38a0233a9f63e119758f5f90e418badd924992,ec38a0233a9f63e119758f5f90e418badd924992,nx_match: remove an unnecessary import,Signed-off-by: YAMAMOTO Takashi <yamamoto@valinux.co.jp>Signed-off-by: FUJITA Tomonori <fujita.tomonori@lab.ntt.co.jp>," 1 file changed, 3 insertions(+), 3 deletions(-)",deprecate,code-1
va linux,os-ken,http://github.com/openstack/os-ken/commit/9c83c8dba9280949eda22a234d7af802ad9184a0,9c83c8dba9280949eda22a234d7af802ad9184a0,oxm_fields: Add a comment,Signed-off-by: YAMAMOTO Takashi <yamamoto@valinux.co.jp>Signed-off-by: FUJITA Tomonori <fujita.tomonori@lab.ntt.co.jp>," 3 files changed, 45 insertions(+), 9 deletions(-)",,code-1
x-ion,neutron-dynamic-routing,http://github.com/openstack/neutron-dynamic-routing/commit/9e0819f2d0fb31aa6875ca6b27ebc597868e8a33,9e0819f2d0fb31aa6875ca6b27ebc597868e8a33,Remove unhelpful test of oslo.service ServiceLauncher,"Similar to what has been done in [1], we should not test functionalitythat is internal to oslo.service, so remove the corresponding test.[1] https://review.openstack.org/316331Change-Id: I2daa1d67a8a0dbe1f1ef5af333746b23e9edc3bb"," 1 file changed, 513 insertions(+), 1 deletion(-)",deprecate,test-1
walmart,openstack-ansible-plugins,http://github.com/openstack/openstack-ansible-plugins/commit/7d059fdc00278acd3859b25a39caf1e3741bb51d,7d059fdc00278acd3859b25a39caf1e3741bb51d,Optionally include image properties,"Since glance image_properties is not a required argument, only attemptto include it in the glance image create options when it's provided.Change-Id: Ia4b27e1f3b433ac0efa89a1794c81f9c522093fb"," 1 file changed, 3 insertions(+), 2 deletions(-)",,unknown-1
99cloud,murano,http://github.com/openstack/murano/commit/c4d07caf2fe50c170c2bc5d294120e7093da3a02,c4d07caf2fe50c170c2bc5d294120e7093da3a02,Set the port to use oslo_config PortOpt,"Since oslo_config has already supported PortOpt,let's use the new type for port options.And add help for file_server.Change-Id: Id03c33e6200fe8bddce2e754df35e74e82e60b1eDepends-On: Ida294b05a85f5bef587b761fcd03c28c7a3474d8Closes-Bug: #1508792"," 1 file changed, 8 insertions(+), 12 deletions(-)",fix,code-1
b<>com,watcher,http://github.com/openstack/watcher/commit/78689fbe3beeb45504dce1ad2284538403fb40d4,78689fbe3beeb45504dce1ad2284538403fb40d4,Removed telemetry tag from tempest tests,"Since telemetry was removed from tempest, this changeset removes thetelemetry tags from the watcher integration testsChange-Id: I6229ee23740c3d92a66fc04c8de8b0ed25911022"," 1 file changed, 1 insertion(+), 1 deletion(-)",deprecate,test-1
linaro,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/5c1f2e7fbafcc58a257c1a619cea8ec0793b49b2,5c1f2e7fbafcc58a257c1a619cea8ec0793b49b2,"Change the parameters ""--key_name"" to ""--key-name""","Since the ""--key_name"" has been deprecated by python-novaclientChange-Id: I67ca59e96d3bdf7fbef8f1bbe89d681adefebe5dSigned-off-by: Kevin Zhao <kevin.zhao@linaro.org>"," 3 files changed, 4 insertions(+), 4 deletions(-)",deprecate,doc-3
walmart,openstack-ansible,http://github.com/openstack/openstack-ansible/commit/63012f0c40538a11c5031b7f2e9927fcfd40dd88,63012f0c40538a11c5031b7f2e9927fcfd40dd88,Add upgrade playbook to update database collations,"Since the default database collation has changed, include an upgradeplaybook to ensure that existing tables and databases with the previouscollation are converted during upgrades from Mitaka.Change-Id: Iadbcf50c9611561b56fa1ea6ef3e80f636e0c0a8Depends-on: I8507b6c9bd058bb308cc089f3802e52e24bea324"," 1 file changed, 1 insertion(+), 11 deletions(-)",,doc-1;deploy-2
lsd ufcg,puppet-oslo,http://github.com/openstack/puppet-oslo/commit/a73e75bf92d458ad812a230a8ec987c1430aa578,a73e75bf92d458ad812a230a8ec987c1430aa578,Remove verbose,Since we are in Ocata we should remove theverbose option that was deprecatedChange-Id: Ibbc604ac80ddb0e9ca15da3a32abd5cb21eb5b9b," 2 files changed, 4 insertions(+), 12 deletions(-)",deprecate,doc-1;deploy-1
fujitsu,training-guides,http://github.com/openstack/training-guides/commit/b699bee42c7af5f1f1d8713d0fa0a37af543fa0e,b699bee42c7af5f1f1d8713d0fa0a37af543fa0e,Cleanup .gitignore rule for labs,"Since we have labs repository separately, don't host labs materials.Change-Id: Ic103fe54dd263b79df9a5e69b55a6b6d8637c19e"," 1 file changed, 3 insertions(+), 1 deletion(-)",,build-1
huawei,karbor,http://github.com/openstack/karbor/commit/3c87f0bf702d7877515809e9d9d0181cd07dc8e9,3c87f0bf702d7877515809e9d9d0181cd07dc8e9,Support checkpoint scheduled clean,Smaug provides Operation Engine Service to supportthe scheduled operation for a protection plan.The scheduled operations will create lots of checkpointsas the triggers define the rules. The checkpoints willbe created every day or every week or every month.Currently Smaug needs automatic clean feature andpolicy for the end user.Change-Id: I29aa46db7c74b8e0236b419dd072810314c2d4f7Implements: blueprint checkpoint-scheduled-clean," 1 file changed, 9 insertions(+), 29 deletions(-)",feature,doc-1
red hat,browbeat,http://github.com/openstack/browbeat/commit/f90b8b75d941abcc5fc19a31c5a94021ddace0f9,f90b8b75d941abcc5fc19a31c5a94021ddace0f9,Place sshd-config changes at the begining of the file,"So my test case for the last commit was one match statement,rhos-11 uses two, Ansible interprets ""insert before"" asinserting before the *second* match....https://github.com/ansible/ansible/issues/20582Change-Id: I450f4c880bcabfc2a6025130608f5dc6c38eb43f"," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,deploy-1
oregon state university,cookbook-openstack-identity,http://github.com/openstack/cookbook-openstack-identity/commit/07518048675a66ba4858864205c5bd208f07b11b,07518048675a66ba4858864205c5bd208f07b11b,Include option to set SSLCertificateChainFile,"Some cert providers require an chain cert file so this allows for this option.In addition, I added tests for SSL that were missing for the apache vhost file.Change-Id: Ib3c6cf82f6afb8a79952745d8fb2116a05f59c39"," 4 files changed, 14 insertions(+), 10 deletions(-)",,unknown-1;deploy-3
rackspace,openstack-ansible-tests,http://github.com/openstack/openstack-ansible-tests/commit/aeb82835f0a9bbf064be3424de8c1d097e1ec6bb,aeb82835f0a9bbf064be3424de8c1d097e1ec6bb,Add a status line for SELinux status,Some gate jobs appear to have SELinux in enforcing mode occasionally.SELinux support is improving but OSA is not ready to run in enforcingmore until some remaining bugs are fixed.This patch adds a line that prints the current SELinux status duringtesting.Change-Id: I054c1849e5426801f6fdde761b7f64a2e8867af4," 2 files changed, 7 deletions(-)",fix,test-1
independent,openstack-ansible-pip_lock_down,http://github.com/openstack/openstack-ansible-pip_lock_down/commit/85bd0a179457e352d5610fa50d3e573f5c38fc01,85bd0a179457e352d5610fa50d3e573f5c38fc01,Delete deprecated Hacking in tox.ini,"Some hacking have been removed,so we can delete them.More details:https://github.com/openstack-dev/hacking/blob/master/setup.cfgChange-Id: I82cde207ae936507c54016c84ad412171cd63ab7"," 1 file changed, 1 insertion(+), 2 deletions(-)",deprecate,build-1
easystack,murano,http://github.com/openstack/murano/commit/1d73536020b577b8847f5ce3be1c8686ee324fe9,1d73536020b577b8847f5ce3be1c8686ee324fe9,Change assertTrue(isinstance()) by optimal assert,"Some of tests use different method of assertTrue(isinstance(A, B))or assertEqual(type(A), B). The correct way is to use assertIsInstance(A, B)provided by testtoolsChange-Id: Id6ff634d7af3ee3b2eb4add770b0ba589bb08d1d"," 1 file changed, 1 insertion(+), 1 deletion(-)",,test-1
zte corporation,monasca-tempest-plugin,http://github.com/openstack/monasca-tempest-plugin/commit/70c3715335b9bf51d0d56fb20e3272d57f1f8dfc,70c3715335b9bf51d0d56fb20e3272d57f1f8dfc,Change assertTrue(isinstance()) by optimal assert,"Some of tests use different method ofassertTrue(isinstance(A, B)) or assertEqual(type(A), B).The correct way is to use assertIsInstance(A, B) providedby testtoolsChange-Id: Ic6be6e291c8afb125d12ec94df81d0f338495001"," 1 file changed, 1 insertion(+), 1 deletion(-)",,test-1
fiberhome,manila-ui,http://github.com/openstack/manila-ui/commit/da983564ea2b5522bc975807276a36c091226fd5,da983564ea2b5522bc975807276a36c091226fd5,Enable some off-by-default checks,"Some of the available checks are disabled by default, like:[H106] Don芒Ⅳ put vim configuration in source files[H203] Use assertIs(Not)None to check for NoneChange-Id: I884837a9fee9572dda2240efdf27d6f4c607f139"," 11 files changed, 214 insertions(+), 84 deletions(-)",,build-1
oregon state university,cookbook-openstack-dashboard,http://github.com/openstack/cookbook-openstack-dashboard/commit/648da86777e93bd9bc8769d18d4549039cdc8c90,648da86777e93bd9bc8769d18d4549039cdc8c90,Add ability to use option SSL chain certificate,Some organizations use an SSL certificate which requires an intermediate chaincert. This provides support for that via a new attribute and is optional.Change-Id: I1b31ca64378ff8c6f5367b75b4b7b210a650d676," 5 files changed, 79 insertions(+), 3 deletions(-)",,unknown-1;deploy-4
charter,puppet-monasca,http://github.com/openstack/puppet-monasca/commit/9cc5912ba97072d887afe52e29e9262e8bea1cf5,9cc5912ba97072d887afe52e29e9262e8bea1cf5,Fine tuning of stack script,Some services like zookeeper and kafka need some time to comeup before trying to start a service that depends on it.  Givesome time between services on stop/start for services to dieor come all the way up.Change-Id: I62552ece2be0d55106a387b14d15c1691b1ac497," 1 file changed, 35 insertions(+), 4 deletions(-)",deprecate,deploy-1
nimbis services,openstack-manuals,http://github.com/openstack/openstack-manuals/commit/faebd239fdf9e4ab8957fb2794a7415dc8b5045a,faebd239fdf9e4ab8957fb2794a7415dc8b5045a,Update nova.conf section,"Some updates to the section that documents nova.conf.Describes the .ini format, including supported sections.Add examples for each configuration option types.Describe variable substitution.Describe what to do if nova.conf is not in the standard location.Change-Id: I8751eec2e5964b6e49ac5cb0d9a345b7fde59f9a"," 1 file changed, 126 insertions(+), 35 deletions(-)",,doc-1
tesora,python-troveclient,http://github.com/openstack/python-troveclient/commit/39daba1e9d281cf67be31dceae10a9ad01952595,39daba1e9d281cf67be31dceae10a9ad01952595,Add command to delete BUILD instances and clusters,"Sometimes an instance/cluster can be stuck in BUILD state forever.Attempting to delete the instance in this state is currently notallowed. Add force-delete and reset-status command. Reset-statuswill reset the status to ERROR, letting the instance/cluster bedeleted. Force-delete will combine functionality of reset-statusand delete.Change-Id: I957b4be5030e493e0eb8c6b6855d41b942b2823cPartial-Bug: #1579141"," 2 files changed, 6 insertions(+), 2 deletions(-)",fix,test-1;doc-1;code-3
tigera,kuryr-libnetwork,http://github.com/openstack/kuryr-libnetwork/commit/f2b9d441b8a93842a580666173750094039591af,f2b9d441b8a93842a580666173750094039591af,Install new 'tap' driver file,"Sorry, this should have been included with c97af831, but I forgot it.Change-Id: I6ff95d273e627b2992c8502d0c3c0954be37d6b7"," 2 files changed, 4 insertions(+), 4 deletions(-)",,deploy-1
swiftstack,swift3,http://github.com/openstack/swift3/commit/7700d77cd4350d2eec881a8d7c4cc3a371023fbf,7700d77cd4350d2eec881a8d7c4cc3a371023fbf,Fix up some warnings,"Specifically, from Swift:proxy-server: Adding required filter dlo to pipeline at position 7proxy-server: Adding required filter gatekeeper to pipeline atposition 1proxy-server: Pipeline was modified. New pipeline is ""catch_errorsgatekeeper proxy-logging cache swift3 s3token authtoken keystoneauthdlo bulk slo proxy-logging proxy-server"".proxy-server: Starting Keystone auth_token middlewareproxy-server: Configuring admin URI using auth fragments. This isdeprecated, use 'identity_uri' instead.And from Keystone:2016-03-18 20:18:19.844 19052 WARNING oslo_config.cfg [-] Option""policy_file"" from group ""DEFAULT"" is deprecated. Use option""policy_file"" from group ""oslo_policy"".While we're at it, remove some unused filter config options to reduceconfusion.Change-Id: I08e76b3bfcc4b59121b7a0d5fedf1f9629d8fb25"," 3 files changed, 20 insertions(+), 17 deletions(-)",fix;deprecate,test-2;deploy-1
ericsson,kolla-kubernetes,http://github.com/openstack/kolla-kubernetes/commit/1b65bc4a5db03c77cca04130cbee97a76f8ab980,1b65bc4a5db03c77cca04130cbee97a76f8ab980,Break deployment procedure into two steps,Step 1: setup configmaps and run bootstrap jobsStep 2: run servicePartially-implements: blueprint kolla-kubernetes-cliCo-authored-by: Ryan Hallisey <rhallise@redhat.com>Change-Id: Ie074f21984ac89291e11e7b4798f3a18a8cc200e," 4 files changed, 81 insertions(+), 13 deletions(-)",feature,code-3;deploy-1
spanish national research council,keystoneauth,http://github.com/openstack/keystoneauth/commit/cc49aaac9c26c66b81798d7d795066ba47e1e4fb,cc49aaac9c26c66b81798d7d795066ba47e1e4fb,Check that all defined entry points can be loaded,Stevedore will silently ignore an entry point that cannot be loaded sothis new test will check that all the entry points defined for the authplugins can be loaded.Change-Id: I6c778e13e0f151ee6d47376277e84920678d0564," 3 files changed, 179 insertions(+), 1 deletion(-)",,test-1
mellanox,fuel-plugin-mellanox,http://github.com/openstack/fuel-plugin-mellanox/commit/2f42229ae7cfe8a04092cceee523a06642051046,2f42229ae7cfe8a04092cceee523a06642051046,Remove link_astute_file deployment task,Stop using link astute file deployment taskChange-Id: I6ea8e6bbd0dc142a1c53eac2be8dc7745f3ec04d," 2 files changed, 3 insertions(+), 15 deletions(-)",deprecate,deploy-2
b<>com,watcher,http://github.com/openstack/watcher/commit/a68eb0d619ca1712300fab9d756954834accbf74,a68eb0d619ca1712300fab9d756954834accbf74,Update unitaty tests to verify strategy and goal name,strategy and goal name must be synched with entry point names.Change-Id: I776ed98f5c13d176fdb0b8677d609fcb1ec9a235Closes-Bug: #1602262," 4 files changed, 3 insertions(+), 4 deletions(-)",fix,test-2;code-1;deploy-1
lsd ufcg,puppet-nova,http://github.com/openstack/puppet-nova/commit/8c697c634922cf28e7922f578eda0c2725bc1daa,8c697c634922cf28e7922f578eda0c2725bc1daa,Move nova to use OSDefaults - Part1,Switch @default_facts to OSDefaultsOn going Part2 (new commit):- nova_keystone_auth_spec.rb- nova_migration_libvirt_spec.rb- nova_network_spec.rb- nova_objectstore_spec.rb- nova_rabbitmq_spec.rb- nova_scheduler_spec.rb- nova_serial_proxy_spec.rb- nova_spicehtml5_proxy_spec.rb- nova_vnc_proxy_spec.rb- nova_wsgi_apache_spec.rbChange-Id: Ie53c2ebfa72710e248d14f5588bc632eeafc2d68," 17 files changed, 329 insertions(+), 436 deletions(-)",,test-1;deploy-16
lsd ufcg,puppet-heat,http://github.com/openstack/puppet-heat/commit/85b55571b8789ad7b2e651cd029ba41cbb2b67a0,85b55571b8789ad7b2e651cd029ba41cbb2b67a0,Move Heat to authtoken,"Switch keystone_authtoken parameters for the new classheat::keystone::authtoken to configure the keystone_authtoken sectionin heat.conf.Some deprecations:- heat::auth_uri is deprecated in favor ofheat::keystone::authtoken::auth_uri.- heat::identity_uri is deprecated in favor ofheat::keystone::authtoken::auth_url.- heat::auth_plugin is deprecated in favor ofheat::keystone::authtoken::auth_type.- heat::keystone_user is deprecated in favor ofheat::keystone::authtoken::username.- heat::keystone_tenant is deprecated in favor ofheat::keystone::authtoken::project_name.- heat::keystone_password is deprecated in favor ofheat::keystone::authtoken::password.- heat::keystone_user_domain_name is deprecated in favor ofheat::keystone::authtoken::user_domain_name.- heat::keystone_user_domain_id is deprecated, use the name option.- heat::keystone_project_domain_name is deprecated in favor ofheat::keystone::authtoken::project_domain_name.- heat::keystone_project_domain_id is deprecated, use the name option.- heat::memcached_servers is deprecated in favor ofheat::keystone::authtoken::memcached_servers.Change-Id: I466558e98176f20743271191df64dc327f0efcc6Closes-bug: #1604463"," 13 files changed, 625 insertions(+), 132 deletions(-)",fix;deprecate,doc-1;deploy-12
brocade,tacker,http://github.com/openstack/tacker/commit/380a20129bbae7df3e61006cefd368bc74093178,380a20129bbae7df3e61006cefd368bc74093178,Re-organize tacker sample templates,"Tacker TOSCA templates are currently buried under tacker/devstack.These samples templates are applicable for the whole project and theyare not related specifically to the devstack installation. Also,segregate the new TOSCA parser based templates from the legacy onesfor easier deprecation when the time comes.Change-Id: I35547335baf6827e6b7b10702d05276343d8ce75Closes-Bug: #1579251"," 29 files changed, 5 insertions(+), 1 deletion(-)",fix;deprecate,deploy-31
plumgrid,openstack-ansible-os_neutron,http://github.com/openstack/openstack-ansible-os_neutron/commit/29376e5ebcd84b33c381674a4e64252922451a3e,29376e5ebcd84b33c381674a4e64252922451a3e,Adding PLUMgrid plugin option to neutron setup,Taking advantage of the modularized neutron plays.An option to use the plumgrid plumgin is added.Implements: blueprint plumgrid-support-libertyChange-Id: I1fa156f2a77367a23b2d652835f986e8921b2d59Signed-off-by: Javeria Khan <javeriak@plumgrid.com>," 4 files changed, 135 insertions(+), 97 deletions(-)",feature,unknown-1;deploy-5
nec,patrole,http://github.com/openstack/patrole/commit/0df097d526adfb83f000775ed8105900d1f8624b,0df097d526adfb83f000775ed8105900d1f8624b,Remove usage of credentials_factory.AdminManager,Tempest is making credentials_factory as stable interfaceand will be removing the AdminManager class which is wrapperof creating client manager with admin cred.admin manager can be instantiated by providing the admin credto clients.Manager.This commit removes the usage of AdminManager.Change-Id: I978e82dcdaa37fbfa71907527be02f03f759c824," 2 files changed, 12 insertions(+), 11 deletions(-)",deprecate,test-1;code-1
h3c,murano-tempest-plugin,http://github.com/openstack/murano-tempest-plugin/commit/3477101eec7e6f12cc537b507f76ea92b05e69a8,3477101eec7e6f12cc537b507f76ea92b05e69a8,Update obsolete way of initialize tempest client manager,"Tempest now don't accept TestResource object, but only Credentialsobject to initialize tempest client manager [1].[1] https://review.openstack.org/#/c/327579/Change-Id: I5a7c1697cea74bf75c35dc87e22267444eb92616Closes-Bug: #1591865"," 1 file changed, 1 insertion(+), 1 deletion(-)",fix,test-1
nec,zaqar,http://github.com/openstack/zaqar/commit/3a6dd41666b428d6be6d955aff58b9083aaf0ace,3a6dd41666b428d6be6d955aff58b9083aaf0ace,Remove use of unsupported TEMPEST_SERVICES variable,TEMPEST_SERVICES global variable is not supportedby devstack since long back.- I380dd20e5ed716a0bdf92aa02c3730359b8136e4- I9c24705e494689f09a885eb0a640efd50db33fcfService availability of tempest known services will beset by devstack with local check.- I02be777bf93143d946ccbb8e9eff637bfd1928d4This commit removes the unused TEMPEST_SERVICES settingRelated-Bug: #1743688Change-Id: Iee8b10716efc6d48e97a3bcf3dafcc722239b2e3," 23 files changed, 1693 insertions(+), 164 deletions(-)",fix;deprecate,deploy-1
a10 networks,networking-nec,http://github.com/openstack/networking-nec/commit/b5e6fde6081f846d7b5b0254b2dbf93fdbea3835,b5e6fde6081f846d7b5b0254b2dbf93fdbea3835,Switch to using hacking checks from neutron-lib,Temporarily comment out the 'no neutron' check.Change-Id: I41ab80509e811b021b7bf1dbbe001bb5591605b5Partially-Implements: blueprint neutron-lib," 3 files changed, 7 insertions(+), 4 deletions(-)",feature,test-1;build-2
a10 networks,networking-sfc,http://github.com/openstack/networking-sfc/commit/656e8185ecd557d9f6a92a66cf322f8f418c3354,656e8185ecd557d9f6a92a66cf322f8f418c3354,Switch to using hacking checks from neutron-lib,Temporarily comment out the 'no neutron' check.Change-Id: I92ec4d9d5e2c65082100dea0dcc47af6d8091773Partially-Implements: blueprint neutron-lib," 2 files changed, 5 insertions(+), 1 deletion(-)",feature,build-2
